fecha_hechos,delito,categoria_delito,fiscalia,agencia,unidad_investigacion,alcaldia_hechos,colonia_hechos,calle_hechos,longitud,latitud,uv,ilu_luna,punto_rocio,temp_sentir,nubosidad,humedad,precipitacion,presion,temperatura,visibilidad,dir_viento,vel_viento,nombre_dia,dia_festivo
2016-02-29 12:30:00,ROBO A TRANSEUNTE SALIENDO DEL BANCO CON VIOLENCIA,ROBO A CUENTAHABIENTE SALIENDO DEL CAJERO CON VIOLENCIA,INVESTIGACIÓN EN CUAUHTEMOC,CUH-7,UI-2CD,CUAUHTEMOC,ROMA NORTE,TABASCO,-99.1681499999999,19.417397999833398,5,45,6,23,4,33,0.0,1016,20,10,274,3,0,0
2016-03-02 08:00:00,ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-7,UI-2SD,CUAUHTEMOC,ROMA NORTE,TAMPICO,-99.1749039999999,19.4186119998339,4,36,7,13,41,66,0.0,1022,12,10,134,6,2,0
2016-03-03 19:30:00,ROBO A TRANSEUNTE DE CELULAR SIN VIOLENCIA,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-7,UI-2SD,CUAUHTEMOC,ROMA NORTE,CHAPULTEPEC,-99.1615569999999,19.4239449998339,4,29,5,16,37,48,0.0,1016,15,10,348,7,3,0
2016-03-09 15:15:00,ROBO A TRANSEUNTE DE CELULAR SIN VIOLENCIA,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-7,UI-2SD,CUAUHTEMOC,ROMA NORTE,AV. INSURGENTES SUR,-99.1641299999999,19.4194859998336,4,0,3,16,7,44,0.2,1007,16,10,187,49,2,0
2016-03-10 12:30:00,ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-7,UI-3SD,CUAUHTEMOC,ROMA NORTE,COLIMA,-99.16622899999979,19.4185049998334,3,7,0,9,6,42,0.0,1013,13,10,195,46,3,0
2016-03-13 15:00:00,ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-7,UI-2CD,CUAUHTEMOC,ROMA NORTE,CHIHUAHUA,-99.1583570999999,19.417750599833802,5,29,-3,28,0,12,0.0,1012,25,10,320,4,6,0
2016-03-14 14:00:00,ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-6,UI-1SD,CUAUHTEMOC,ROMA NORTE,JALAPA,-99.16234199999991,19.422864999833397,5,36,1,28,0,16,0.0,1013,24,10,194,4,0,0
2016-03-18 16:00:00,ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-7,UI-2CD,CUAUHTEMOC,ROMA NORTE,MERIDA,-99.1573879999999,19.4188659998332,5,65,0,23,8,22,0.0,1009,23,10,216,21,4,0
2016-03-20 23:45:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,INVESTIGACIÓN EN CUAUHTEMOC,CUH-2,UI-3CD,CUAUHTEMOC,ROMA NORTE,ALVARO OBREGON,-99.15975799999991,19.418180999833698,3,80,6,10,10,69,0.0,1022,10,10,245,10,6,0
2016-03-28 12:10:00,ROBO A TRANSEUNTE SALIENDO DEL BANCO CON VIOLENCIA,ROBO A CUENTAHABIENTE SALIENDO DEL CAJERO CON VIOLENCIA,INVESTIGACIÓN EN CUAUHTEMOC,CUH-7,UI-3SD,CUAUHTEMOC,ROMA NORTE,DURANGO,-99.1710699999999,19.419035999833397,5,62,-2,24,13,16,0.0,1015,25,10,176,12,0,0
2016-03-29 17:40:00,ROBO A TRANSEUNTE DE CELULAR SIN VIOLENCIA,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-7,UI-1SD,CUAUHTEMOC,ROMA NORTE,ANTONIO M ANZA,-99.1565239999999,19.4117619998334,5,55,2,25,1,19,0.0,1010,25,10,239,15,1,0
2016-03-31 16:00:00,ROBO A TRANSEUNTE DE CELULAR SIN VIOLENCIA,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-7,UI-2SD,CUAUHTEMOC,ROMA NORTE,DURANGO,-99.16715499999991,19.4199069998337,5,43,-1,25,4,16,0.0,1009,26,10,223,20,3,0
2016-04-01 18:45:00,ROBO A TRANSEUNTE DE CELULAR SIN VIOLENCIA,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-7,UI-2CD,CUAUHTEMOC,ROMA NORTE,INSURGENTES SUR,-99.1640769999999,19.4201049998338,5,26,1,24,0,20,0.0,1009,24,10,254,19,4,0
2016-04-04 11:30:00,ROBO A TRANSEUNTE DE CELULAR SIN VIOLENCIA,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-7,UI-3SD,CUAUHTEMOC,ROMA NORTE,ZACATECAS,-99.15492899999991,19.416774999833102,5,4,0,23,12,21,0.0,1018,22,10,248,3,0,0
2016-04-05 02:25:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,INVESTIGACIÓN EN CUAUHTEMOC,CUH-2,UI-1CD,CUAUHTEMOC,ROMA NORTE,JALAPA,-99.16019799999991,19.4143299998336,5,0,10,17,5,65,0.0,1020,14,10,127,4,1,0
2016-04-06 02:00:00,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,INVESTIGACIÓN EN IZTACALCO,IZC-2,UI-1SD,CUAUHTEMOC,ROMA NORTE,DURANGO,-99.1638649999999,19.4203579998339,5,0,10,19,2,58,0.0,1017,14,10,230,2,2,0
2016-04-07 21:00:00,ROBO A TRANSEUNTE DE CELULAR SIN VIOLENCIA,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-7,UI-3SD,CUAUHTEMOC,ROMA NORTE,AV. CHAPULTEPEC,-99.17027799999991,19.421848999833102,5,0,9,23,2,42,0.0,1013,20,10,353,6,3,0
